Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Status
AA,01-01-2023,1646,N839AW,CLT,14:39,14:33,-6
AA,01-01-2023,2037,N828AW,CLT,17:57,18:00,3
AA,01-01-2023,2730,N668AW,CLT,11:05,11:02,-3
AA,01-01-2024,2850,N679AW,DFW,16:11,18:39,148
AA,01-02-2023,1646,N836AW,CLT,14:39,14:34,-5
AA,01-02-2023,2037,N717UW,CLT,17:57,17:56,-1
AA,01-02-2023,2651,N700UW,CLT,07:00,00:00,0
AA,01-02-2024,2850,N649AW,DFW,16:11,16:35,24
AA,01-03-2023,1646,N833AW,CLT,14:39,14:39,0
AA,01-03-2023,2037,N741UW,CLT,17:57,18:43,46
AA,01-03-2023,2651,N813AW,CLT,07:00,06:53,-7
AA,01-03-2024,2850,N663AW,DFW,16:11,16:21,10
AA,01-04-2023,1646,N742PS,CLT,14:39,19:01,262
AA,01-04-2023,2037,N806AW,CLT,17:57,00:00,0
AA,01-04-2023,2651,N102UW,CLT,07:00,07:18,18
AA,01-04-2024,2850,N128UW,DFW,16:11,16:26,15
AA,01-05-2023,1646,N755US,CLT,14:39,14:35,-4
AA,01-05-2023,2037,N738US,CLT,17:57,17:57,0
AA,01-05-2023,2651,N755US,CLT,07:00,06:55,-5
AA,01-05-2024,2850,N673AW,DFW,16:11,16:04,-7
AA,01-06-2023,1646,N840AW,CLT,14:39,14:36,-3
AA,01-06-2023,2037,N821AW,CLT,17:57,17:44,-13
AA,01-06-2023,2651,N771XF,CLT,07:00,07:37,37
AA,01-06-2024,2850,N107US,DFW,16:10,16:05,-5
AA,01-07-2023,1646,N744P,CLT,14:39,17:04,145
AA,01-07-2023,2037,N831AW,CLT,17:57,18:17,20
AA,01-07-2023,2651,N753US,CLT,07:00,06:58,-2
AA,01-07-2024,2850,N656AW,DFW,16:11,16:05,-6
AA,01-08-2023,1646,N764US,CLT,14:39,14:31,-8
AA,01-08-2023,2037,N825AW,CLT,17:57,17:43,-14
AA,01-08-2023,2651,N753US,CLT,07:00,06:58,-2
AA,01-09-2023,1646,N754UW,CLT,14:39,14:42,3
AA,01-09-2023,2037,N807AW,CLT,17:57,17:45,-12
AA,01-09-2023,2651,N754UW,CLT,07:00,06:56,-4
AA,01-10-2023,1646,N776XF,CLT,14:30,14:24,-6
AA,01-10-2023,2651,N776XF,CLT,07:00,06:55,-5
AA,01-10-2024,1086,N663AW,CLT,05:38,05:31,-7
AA,01-11-2023,1646,N705UW,CLT,14:30,15:08,38
AA,01-11-2023,2651,N679AW,CLT,07:00,09:42,162
AA,01-12-2023,1646,N702UW,CLT,14:30,14:30,0
AA,01-12-2023,2651,N754UW,CLT,07:00,07:00,0
AA,01/13/2023,1646,N807AW,CLT,14:30,14:30,0
AA,01/13/2023,2651,N756US,CLT,07:00,06:51,-9
AA,01/14/2023,2651,N817AW,CLT,07:27,07:24,-3
AA,01/14/2024,1086,N9002U,CLT,05:08,05:09,1
AA,01/15/2023,1646,N714US,CLT,14:30,14:26,-4
AA,01/15/2023,1720,N769US,CLT,11:08,11:06,-2
AA,01/16/2023,1646,N835AW,CLT,14:30,14:24,-6
AA,01/16/2023,2651,N732US,CLT,07:00,06:54,-6
AA,01/17/2023,1646,N745VJ,CLT,14:30,14:27,-3
AA,01/17/2023,2651,N802AW,CLT,07:00,06:59,-1
AA,01/17/2024,1086,N680AW,CLT,05:38,07:26,108
AA,01/18/2023,1646,N840AW,CLT,14:30,14:24,-6
AA,01/18/2023,2651,N802AW,CLT,07:00,07:50,50
AA,01/19/2023,1646,N831AW,CLT,14:30,14:25,-5
AA,01/19/2023,2651,N804AW,CLT,07:00,06:57,-3
AA,01/20/2023,1646,N714US,CLT,14:30,14:40,10
AA,01/20/2023,2651,N723UW,CLT,07:00,06:58,-2
AA,01/21/2023,2651,N837AW,CLT,07:27,07:20,-7
AA,01/22/2023,1646,N757UW,CLT,14:30,14:30,0
AA,01/22/2023,2651,N740UW,CLT,07:00,06:52,-8
AA,01/23/2023,1646,N814AW,CLT,14:30,14:27,-3
AA,01/23/2023,2651,N750UW,CLT,07:00,06:59,-1
AA,01/24/2023,1646,N833AW,CLT,14:30,14:23,-7
AA,01/24/2023,2651,N702UW,CLT,07:00,06:58,-2
AA,01/24/2024,1086,N680AW,CLT,05:38,05:30,-8
AA,01/25/2023,1646,N748UW,CLT,14:30,14:45,15
AA,01/25/2023,2651,N814AW,CLT,07:00,07:20,20
AA,01/26/2023,1646,N742PS,CLT,14:30,14:42,12
AA,01/26/2023,2651,N817AW,CLT,07:00,07:04,4
AA,01/27/2023,1646,N583UW,CLT,14:30,15:05,35
AA,01/27/2023,2651,N742PS,CLT,07:00,06:58,-2
AA,01/28/2023,2651,N817AW,CLT,07:27,07:23,-4
AA,01/29/2023,1646,N711UW,CLT,14:30,14:28,-2
AA,01/29/2023,2651,N755US,CLT,07:00,06:54,-6
AA,01/30/2023,1646,N710UW,CLT,14:30,14:22,-8
AA,01/30/2023,2651,N161UW,CLT,07:00,06:52,-8
AA,01/31/2023,1646,N721UW,CLT,14:30,14:57,27
AA,01/31/2023,2651,N802AW,CLT,07:00,06:55,-5
AA,01/31/2024,1086,N112US,CLT,05:38,05:30,-8
AA,02-01-2023,1646,N725UW,CLT,14:30,14:19,-11
AA,02-01-2023,2651,N813AW,CLT,07:00,06:59,-1
AA,02-02-2023,1646,N836AW,CLT,14:30,14:20,-10
AA,02-02-2023,2651,N751UW,CLT,07:00,07:00,0
AA,02-03-2023,2447,N804AW,CLT,18:11,18:04,-7
AA,02-03-2023,2651,N712US,CLT,07:10,07:01,-9
AA,02-04-2023,2651,N762US,CLT,07:10,07:03,-7
AA,02-05-2023,2447,N700UW,CLT,18:11,18:15,4
AA,02-05-2023,2651,N834AW,CLT,07:10,07:05,-5
AA,02-06-2023,2447,N724UW,CLT,18:11,18:02,-9
AA,02-06-2023,2651,N762US,CLT,07:10,07:04,-6
AA,02-07-2023,2447,N751UW,CLT,18:11,18:05,-6
AA,02-07-2023,2651,N9006,CLT,07:10,07:08,-2
AA,02-07-2024,1086,N104UW,CLT,05:38,05:29,-9
AA,02-08-2023,2447,N748UW,CLT,18:11,18:11,0
AA,02-08-2023,2651,N763US,CLT,07:10,07:06,-4
AA,02-09-2023,2447,N70020,CLT,18:11,18:21,10
AA,02-09-2023,2651,N834AW,CLT,07:10,07:06,-4
AA,02-10-2023,2447,N708UW,CLT,18:11,18:04,-7
AA,02-10-2023,2651,N748UW,CLT,07:10,07:05,-5
AA,02-11-2023,2651,N832AW,CLT,07:10,07:09,-1
AA,02-12-2023,2447,N722US,CLT,18:11,18:02,-9
AA,02-12-2023,2651,N820AW,CLT,07:10,07:31,21
AA,02/13/2023,2447,N810AW,CLT,18:11,18:05,-6
AA,02/13/2023,2651,N820AW,CLT,07:10,07:05,-5
AA,02/14/2023,2447,N730US,CLT,18:11,18:00,-11
AA,02/14/2023,2651,N840AW,CLT,07:10,07:08,-2
AA,02/14/2024,1086,N657AW,CLT,05:38,05:29,-9
AA,02/15/2023,2447,N722US,CLT,18:11,18:19,8
AA,02/15/2023,2651,N830AW,CLT,07:10,07:05,-5
AA,02/16/2023,2447,N730US,CLT,18:11,18:01,-10
AA,02/16/2023,2651,N9026C,CLT,07:10,07:07,-3
AA,02/17/2023,2447,N772XF,CLT,18:11,17:59,-12
AA,02/17/2023,2651,N762US,CLT,07:10,07:04,-6
AA,02/18/2023,2651,N827AW,CLT,07:10,07:02,-8
AA,02/19/2023,2447,N773XF,CLT,18:11,18:48,37
AA,02/19/2023,2651,N769US,CLT,07:10,07:45,35
AA,02/20/2023,2447,N711UW,CLT,18:11,19:43,92
AA,02/20/2023,2651,N821AW,CLT,07:10,07:08,-2
AA,02/21/2023,2447,N711UW,CLT,18:11,18:06,-5
AA,02/21/2023,2651,N834AW,CLT,07:10,07:16,6
AA,02/22/2023,2447,N805AW,CLT,18:11,18:05,-6
AA,02/22/2023,2651,N748UW,CLT,07:10,07:02,-8
AA,02/23/2023,2447,N773XF,CLT,18:11,19:15,64
AA,02/23/2023,2651,N749US,CLT,07:10,07:01,-9
AA,02/24/2023,2447,N708UW,CLT,18:11,18:01,-10
AA,02/24/2023,2651,N825AW,CLT,07:10,07:08,-2
AA,02/25/2023,2651,N738US,CLT,07:10,07:05,-5
AA,02/26/2023,2447,N702UW,CLT,18:11,18:05,-6
AA,02/26/2023,2651,N757UW,CLT,07:10,07:10,0
AA,02/27/2023,2447,N768US,CLT,18:11,18:50,39
AA,02/27/2023,2651,N775XF,CLT,07:10,07:07,-3
AA,02/28/2023,2447,N802AW,CLT,18:11,18:22,11
AA,02/28/2023,2651,N772XF,CLT,07:10,07:03,-7
AA,03-01-2023,876,N829AW,CLT,18:24,18:19,-5
AA,03-01-2023,2651,N839AW,CLT,07:25,07:20,-5
AA,03-02-2023,876,N828AW,CLT,18:24,18:45,21
AA,03-02-2023,2651,N829AW,CLT,07:25,07:21,-4
AA,03-03-2023,876,N813AW,CLT,18:24,23:00,276
AA,03-03-2023,2651,N813AW,CLT,07:10,07:05,-5
AA,03-04-2023,2651,N821AW,CLT,07:10,09:29,139
AA,03-05-2023,876,N826AW,CLT,18:24,18:23,-1
AA,03-05-2023,2651,N813AW,CLT,07:10,07:05,-5
AA,03-06-2023,876,N9018E,CLT,18:24,19:46,82
AA,03-06-2023,2651,N832AW,CLT,07:10,07:04,-6
AA,03-07-2023,876,N831AW,CLT,18:24,18:17,-7
AA,03-07-2023,2651,N740UW,CLT,07:10,07:28,18
AA,03-08-2023,876,N703UW,CLT,18:24,18:17,-7
AA,03-08-2023,2651,N701UW,CLT,07:10,07:05,-5
AA,03-09-2023,876,N723UW,CLT,18:24,18:18,-6
AA,03-09-2023,2651,N104UW,CLT,07:10,07:12,2
AA,03-10-2023,876,N823AW,CLT,18:24,18:20,-4
AA,03-10-2023,2651,N775XF,CLT,07:10,07:04,-6
AA,03-11-2023,2651,N817AW,CLT,07:10,07:00,-10
AA,03-12-2023,876,N702UW,CLT,18:24,18:19,-5
AA,03-12-2023,2651,N832AW,CLT,07:10,07:03,-7
AA,03/13/2023,876,N753US,CLT,18:24,18:24,0
AA,03/13/2023,2651,N815AW,CLT,07:10,07:05,-5
AA,03/14/2023,876,N725UW,CLT,18:24,18:24,0
AA,03/14/2023,2651,N824AW,CLT,07:10,21:35,865
AA,03/15/2023,876,N824AW,CLT,18:24,18:28,4
AA,03/15/2023,2651,N820AW,CLT,07:10,07:07,-3
AA,03/16/2023,876,N745VJ,CLT,18:24,18:18,-6
AA,03/16/2023,2651,N823AW,CLT,07:10,07:05,-5
AA,03/17/2023,876,N704US,CLT,18:24,18:22,-2
AA,03/17/2023,2651,N758US,CLT,07:10,07:07,-3
AA,03/18/2023,2651,N9029F,CLT,07:10,07:00,-10
AA,03/19/2023,876,N767UW,CLT,18:24,18:14,-10
AA,03/19/2023,2651,N828AW,CLT,07:10,07:07,-3
AA,03/20/2023,876,N705UW,CLT,18:24,18:17,-7
AA,03/20/2023,2651,N755US,CLT,07:10,07:08,-2
AA,03/21/2023,876,N709UW,CLT,18:24,18:19,-5
AA,03/21/2023,2651,N835AW,CLT,07:10,07:00,-10
AA,03/22/2023,876,N722US,CLT,18:24,18:41,17
AA,03/22/2023,2651,N755US,CLT,07:10,07:02,-8
AA,03/23/2023,876,N708UW,CLT,18:24,18:18,-6
AA,03/23/2023,2651,N803AW,CLT,07:10,07:55,45
AA,03/24/2023,876,N717UW,CLT,18:24,19:51,87
AA,03/24/2023,2651,N740UW,CLT,07:10,07:04,-6
AA,03/25/2023,2651,N725UW,CLT,07:10,07:37,27
